input_miRNA,base_name,Organism,Cluster ID,Accession,Chromosome,Strand,Start,Stop,Precursors in cluster,Spanning size of cluster
"hsa-mir-371b, mature,MIMAT0019893",hsa-mir-371b,Homo sapiens,hsa_74,MI0017393,chr19,-,53787677.0,53787742.0,4.0,1099.0
"hsa-mir-372, mature,MIMAT0000724",hsa-mir-372,Homo sapiens,hsa_74,MI0000780,chr19,+,53787890.0,53787956.0,4.0,1099.0
"hsa-mir-372, mature,MIMAT0026484",hsa-mir-372,Homo sapiens,hsa_74,MI0000780,chr19,+,53787890.0,53787956.0,4.0,1099.0
"hsa-mir-373, mature,MIMAT0000725",hsa-mir-373,Homo sapiens,hsa_74,MI0000781,chr19,+,53788705.0,53788773.0,4.0,1099.0
"hsa-mir-373, mature,MIMAT0000726",hsa-mir-373,Homo sapiens,hsa_74,MI0000781,chr19,+,53788705.0,53788773.0,4.0,1099.0
"hsa-mir-374a, mature,MIMAT0000727",hsa-mir-374a,Homo sapiens,hsa_142,MI0000782,chrX,-,74287286.0,74287357.0,2.0,254.0
"hsa-mir-374a, mature,MIMAT0004688",hsa-mir-374a,Homo sapiens,hsa_142,MI0000782,chrX,-,74287286.0,74287357.0,2.0,254.0
"hsa-mir-374b, mature,MIMAT0004955",hsa-mir-374b,Homo sapiens,hsa_141,MI0005566,chrX,-,74218547.0,74218618.0,3.0,242.0
"hsa-mir-374b, mature,MIMAT0004956",hsa-mir-374b,Homo sapiens,hsa_141,MI0005566,chrX,-,74218547.0,74218618.0,3.0,242.0
"hsa-mir-374c, mature,MIMAT0018443",hsa-mir-374c,Homo sapiens,hsa_141,MI0016684,chrX,+,74218549.0,74218618.0,3.0,242.0
"hsa-mir-374c, mature,MIMAT0022735",hsa-mir-374c,Homo sapiens,hsa_141,MI0016684,chrX,+,74218549.0,74218618.0,3.0,242.0
"hsa-mir-375, mature,MIMAT0000728",hsa-mir-375,,,,,,,,,
"hsa-mir-376a-1, mature,MIMAT0000729",hsa-mir-376a-1,Homo sapiens,hsa_34,MI0000784,chr14,+,101040782.0,101040849.0,42.0,44736.0
"hsa-mir-376a-1, mature,MIMAT0003386",hsa-mir-376a-1,Homo sapiens,hsa_34,MI0000784,chr14,+,101040782.0,101040849.0,42.0,44736.0
"hsa-mir-376a-2, mature,MIMAT0022928",hsa-mir-376a-2,Homo sapiens,hsa_34,MI0003529,chr14,+,101040069.0,101040148.0,42.0,44736.0
"hsa-mir-376b, mature,MIMAT0002172",hsa-mir-376b,Homo sapiens,hsa_34,MI0002466,chr14,+,101040436.0,101040535.0,42.0,44736.0
"hsa-mir-376b, mature,MIMAT0022923",hsa-mir-376b,Homo sapiens,hsa_34,MI0002466,chr14,+,101040436.0,101040535.0,42.0,44736.0
"hsa-mir-376c, mature,MIMAT0000720",hsa-mir-376c,Homo sapiens,hsa_34,MI0000776,chr14,+,101039690.0,101039755.0,42.0,44736.0
"hsa-mir-376c, mature,MIMAT0022861",hsa-mir-376c,Homo sapiens,hsa_34,MI0000776,chr14,+,101039690.0,101039755.0,42.0,44736.0
"hsa-mir-377, mature,MIMAT0000730",hsa-mir-377,Homo sapiens,hsa_34,MI0000785,chr14,+,101062050.0,101062118.0,42.0,44736.0
"hsa-mir-377, mature,MIMAT0004689",hsa-mir-377,Homo sapiens,hsa_34,MI0000785,chr14,+,101062050.0,101062118.0,42.0,44736.0
"hsa-mir-378a, mature,MIMAT0000731",hsa-mir-378a,,,,,,,,,
"hsa-mir-378a, mature,MIMAT0000732",hsa-mir-378a,,,,,,,,,
"hsa-mir-378b, mature,MIMAT0014999",hsa-mir-378b,,,,,,,,,
"hsa-mir-378c, mature,MIMAT0016847",hsa-mir-378c,,,,,,,,,
"hsa-mir-378d-1, mature,MIMAT0018926",hsa-mir-378d-1,,,,,,,,,
"hsa-mir-378f, mature,MIMAT0018932",hsa-mir-378f,,,,,,,,,
"hsa-mir-378g, mature,MIMAT0018937",hsa-mir-378g,,,,,,,,,
"hsa-mir-378i, mature,MIMAT0019074",hsa-mir-378i,,,,,,,,,
"hsa-mir-379, mature,MIMAT0000733",hsa-mir-379,Homo sapiens,hsa_34,MI0000787,chr14,+,101022066.0,101022132.0,42.0,44736.0
"hsa-mir-379, mature,MIMAT0004690",hsa-mir-379,Homo sapiens,hsa_34,MI0000787,chr14,+,101022066.0,101022132.0,42.0,44736.0
"hsa-mir-380, mature,MIMAT0000734",hsa-mir-380,Homo sapiens,hsa_34,MI0000788,chr14,+,101025017.0,101025077.0,42.0,44736.0
"hsa-mir-380, mature,MIMAT0000735",hsa-mir-380,Homo sapiens,hsa_34,MI0000788,chr14,+,101025017.0,101025077.0,42.0,44736.0
"hsa-mir-381, mature,MIMAT0000736",hsa-mir-381,Homo sapiens,hsa_34,MI0000789,chr14,+,101045920.0,101045994.0,42.0,44736.0
"hsa-mir-381, mature,MIMAT0022862",hsa-mir-381,Homo sapiens,hsa_34,MI0000789,chr14,+,101045920.0,101045994.0,42.0,44736.0
"hsa-mir-382, mature,MIMAT0000737",hsa-mir-382,Homo sapiens,hsa_34,MI0000790,chr14,+,101054306.0,101054381.0,42.0,44736.0
"hsa-mir-382, mature,MIMAT0022697",hsa-mir-382,Homo sapiens,hsa_34,MI0000790,chr14,+,101054306.0,101054381.0,42.0,44736.0
"hsa-mir-383, mature,MIMAT0000738",hsa-mir-383,,,,,,,,,
"hsa-mir-383, mature,MIMAT0026485",hsa-mir-383,,,,,,,,,
"hsa-mir-3907, mature,MIMAT0018179",hsa-mir-3907,,,,,,,,,
"hsa-mir-3908, mature,MIMAT0018182",hsa-mir-3908,,,,,,,,,
"hsa-mir-3909, mature,MIMAT0018183",hsa-mir-3909,Homo sapiens,hsa_93,MI0016413,chr22,+,35335640.0,35335758.0,2.0,1160.0
"hsa-mir-3910-1, mature,MIMAT0018184",hsa-mir-3910-1,Homo sapiens,hsa_128,MI0016414,chr9,+,91636251.0,91636361.0,2.0,95.0
"hsa-mir-3911, mature,MIMAT0018185",hsa-mir-3911,,,,,,,,,
"hsa-mir-3912, mature,MIMAT0018186",hsa-mir-3912,,,,,,,,,
"hsa-mir-3912, mature,MIMAT0027036",hsa-mir-3912,,,,,,,,,
"hsa-mir-3913-1, mature,MIMAT0018187",hsa-mir-3913-1,Homo sapiens,hsa_27,MI0016417,chr12,-,69584722.0,69584823.0,2.0,101.0
"hsa-mir-3913-1, mature,MIMAT0019225",hsa-mir-3913-1,Homo sapiens,hsa_27,MI0016417,chr12,-,69584722.0,69584823.0,2.0,101.0
"hsa-mir-3914-1, mature,MIMAT0018188",hsa-mir-3914-1,Homo sapiens,hsa_110,MI0016419,chr7,-,71307672.0,71307770.0,2.0,97.0
"hsa-mir-3915, mature,MIMAT0018189",hsa-mir-3915,,,,,,,,,
"hsa-mir-3916, mature,MIMAT0018190",hsa-mir-3916,,,,,,,,,
"hsa-mir-3917, mature,MIMAT0018191",hsa-mir-3917,,,,,,,,,
"hsa-mir-3918, mature,MIMAT0018192",hsa-mir-3918,,,,,,,,,
"hsa-mir-3919, mature,MIMAT0018193",hsa-mir-3919,,,,,,,,,
"hsa-mir-3920, mature,MIMAT0018195",hsa-mir-3920,,,,,,,,,
"hsa-mir-3921, mature,MIMAT0018196",hsa-mir-3921,,,,,,,,,
"hsa-mir-3922, mature,MIMAT0018197",hsa-mir-3922,,,,,,,,,
"hsa-mir-3922, mature,MIMAT0019227",hsa-mir-3922,,,,,,,,,
"hsa-mir-3923, mature,MIMAT0018198",hsa-mir-3923,,,,,,,,,
"hsa-mir-3925, mature,MIMAT0018200",hsa-mir-3925,,,,,,,,,
"hsa-mir-3925, mature,MIMAT0019228",hsa-mir-3925,,,,,,,,,
"hsa-mir-3926-1, mature,MIMAT0018201",hsa-mir-3926-1,Homo sapiens,hsa_118,MI0016434,chr8,-,12727232.0,12727304.0,3.0,8168.0
"hsa-mir-3927, mature,MIMAT0018202",hsa-mir-3927,,,,,,,,,
"hsa-mir-3928, mature,MIMAT0018205",hsa-mir-3928,,,,,,,,,
"hsa-mir-3928, mature,MIMAT0027037",hsa-mir-3928,,,,,,,,,
"hsa-mir-3929, mature,MIMAT0018206",hsa-mir-3929,,,,,,,,,
"hsa-mir-3934, mature,MIMAT0018349",hsa-mir-3934,,,,,,,,,
"hsa-mir-3934, mature,MIMAT0022975",hsa-mir-3934,,,,,,,,,
"hsa-mir-3935, mature,MIMAT0018350",hsa-mir-3935,,,,,,,,,
"hsa-mir-3936, mature,MIMAT0018351",hsa-mir-3936,,,,,,,,,
"hsa-mir-3937, mature,MIMAT0018352",hsa-mir-3937,,,,,,,,,
"hsa-mir-3938, mature,MIMAT0018353",hsa-mir-3938,,,,,,,,,
"hsa-mir-3939, mature,MIMAT0018355",hsa-mir-3939,,,,,,,,,
"hsa-mir-3940, mature,MIMAT0018356",hsa-mir-3940,,,,,,,,,
"hsa-mir-3940, mature,MIMAT0019229",hsa-mir-3940,,,,,,,,,
"hsa-mir-3941, mature,MIMAT0018357",hsa-mir-3941,,,,,,,,,
"hsa-mir-3942, mature,MIMAT0018358",hsa-mir-3942,,,,,,,,,
"hsa-mir-3942, mature,MIMAT0019230",hsa-mir-3942,,,,,,,,,
"hsa-mir-3943, mature,MIMAT0018359",hsa-mir-3943,,,,,,,,,
"hsa-mir-3944, mature,MIMAT0018360",hsa-mir-3944,,,,,,,,,
"hsa-mir-3944, mature,MIMAT0019231",hsa-mir-3944,,,,,,,,,
"hsa-mir-3975, mature,MIMAT0019360",hsa-mir-3975,,,,,,,,,
"hsa-mir-3978, mature,MIMAT0019363",hsa-mir-3978,,,,,,,,,
"hsa-mir-409, mature,MIMAT0001638",hsa-mir-409,Homo sapiens,hsa_34,MI0001735,chr14,+,101065300.0,101065378.0,42.0,44736.0
"hsa-mir-409, mature,MIMAT0001639",hsa-mir-409,Homo sapiens,hsa_34,MI0001735,chr14,+,101065300.0,101065378.0,42.0,44736.0
"hsa-mir-410, mature,MIMAT0002171",hsa-mir-410,Homo sapiens,hsa_34,MI0002465,chr14,+,101065912.0,101065991.0,42.0,44736.0
"hsa-mir-410, mature,MIMAT0026558",hsa-mir-410,Homo sapiens,hsa_34,MI0002465,chr14,+,101065912.0,101065991.0,42.0,44736.0
"hsa-mir-411, mature,MIMAT0003329",hsa-mir-411,Homo sapiens,hsa_34,MI0003675,chr14,+,101023325.0,101023420.0,42.0,44736.0
"hsa-mir-411, mature,MIMAT0004813",hsa-mir-411,Homo sapiens,hsa_34,MI0003675,chr14,+,101023325.0,101023420.0,42.0,44736.0
"hsa-mir-412, mature,MIMAT0002170",hsa-mir-412,Homo sapiens,hsa_34,MI0002464,chr14,+,101065447.0,101065537.0,42.0,44736.0
"hsa-mir-412, mature,MIMAT0026557",hsa-mir-412,Homo sapiens,hsa_34,MI0002464,chr14,+,101065447.0,101065537.0,42.0,44736.0
"hsa-mir-421, mature,MIMAT0003339",hsa-mir-421,Homo sapiens,hsa_141,MI0003685,chrX,-,74218377.0,74218461.0,3.0,242.0
"hsa-mir-423, mature,MIMAT0001340",hsa-mir-423,Homo sapiens,hsa_55,MI0001445,chr17,+,30117079.0,30117172.0,2.0,82.0
"hsa-mir-423, mature,MIMAT0004748",hsa-mir-423,Homo sapiens,hsa_55,MI0001445,chr17,+,30117079.0,30117172.0,2.0,82.0
"hsa-mir-424, mature,MIMAT0001341",hsa-mir-424,Homo sapiens,hsa_145,MI0001446,chrX,-,134546614.0,134546711.0,6.0,6527.0
"hsa-mir-424, mature,MIMAT0004749",hsa-mir-424,Homo sapiens,hsa_145,MI0001446,chrX,-,134546614.0,134546711.0,6.0,6527.0
"hsa-mir-425, mature,MIMAT0001343",hsa-mir-425,Homo sapiens,hsa_96,MI0001448,chr3,-,49020148.0,49020234.0,2.0,562.0
"hsa-mir-425, mature,MIMAT0003393",hsa-mir-425,Homo sapiens,hsa_96,MI0001448,chr3,-,49020148.0,49020234.0,2.0,562.0
"hsa-mir-4254, mature,MIMAT0016884",hsa-mir-4254,,,,,,,,,
"hsa-mir-4284, mature,MIMAT0016915",hsa-mir-4284,,,,,,,,,
"hsa-mir-4286, mature,MIMAT0016916",hsa-mir-4286,,,,,,,,,
"hsa-mir-429, mature,MIMAT0001536",hsa-mir-429,Homo sapiens,hsa_1,MI0001641,chr1,+,1169005.0,1169087.0,3.0,1984.0
"hsa-mir-4306, mature,MIMAT0016858",hsa-mir-4306,,,,,,,,,
"hsa-mir-431, mature,MIMAT0001625",hsa-mir-431,Homo sapiens,hsa_33,MI0001721,chr14,+,100881007.0,100881120.0,8.0,15724.0
"hsa-mir-431, mature,MIMAT0004757",hsa-mir-431,Homo sapiens,hsa_33,MI0001721,chr14,+,100881007.0,100881120.0,8.0,15724.0
"hsa-mir-4311, mature,MIMAT0016863",hsa-mir-4311,,,,,,,,,
"hsa-mir-4312, mature,MIMAT0016864",hsa-mir-4312,,,,,,,,,
"hsa-mir-432, mature,MIMAT0002814",hsa-mir-432,Homo sapiens,hsa_33,MI0003133,chr14,+,100884483.0,100884576.0,8.0,15724.0
"hsa-mir-432, mature,MIMAT0002815",hsa-mir-432,Homo sapiens,hsa_33,MI0003133,chr14,+,100884483.0,100884576.0,8.0,15724.0
"hsa-mir-4322, mature,MIMAT0016873",hsa-mir-4322,,,,,,,,,
"hsa-mir-4326, mature,MIMAT0016888",hsa-mir-4326,,,,,,,,,
"hsa-mir-433, mature,MIMAT0001627",hsa-mir-433,Homo sapiens,hsa_33,MI0001723,chr14,+,100881886.0,100881978.0,8.0,15724.0
"hsa-mir-433, mature,MIMAT0026554",hsa-mir-433,Homo sapiens,hsa_33,MI0001723,chr14,+,100881886.0,100881978.0,8.0,15724.0
"hsa-mir-4417, mature,MIMAT0018929",hsa-mir-4417,,,,,,,,,
"hsa-mir-4419b, mature,MIMAT0019034",hsa-mir-4419b,,,,,,,,,
"hsa-mir-4420, mature,MIMAT0018933",hsa-mir-4420,,,,,,,,,
"hsa-mir-4421, mature,MIMAT0018934",hsa-mir-4421,Homo sapiens,hsa_3,MI0016758,chr1,+,51059837.0,51059905.0,2.0,267.0
"hsa-mir-4422, mature,MIMAT0018935",hsa-mir-4422,,,,,,,,,
"hsa-mir-4423, mature,MIMAT0018936",hsa-mir-4423,,,,,,,,,
"hsa-mir-4423, mature,MIMAT0019232",hsa-mir-4423,,,,,,,,,
"hsa-mir-4424, mature,MIMAT0018939",hsa-mir-4424,,,,,,,,,
"hsa-mir-4425, mature,MIMAT0018940",hsa-mir-4425,,,,,,,,,
"hsa-mir-4426, mature,MIMAT0018941",hsa-mir-4426,,,,,,,,,
"hsa-mir-4427, mature,MIMAT0018942",hsa-mir-4427,,,,,,,,,
"hsa-mir-4428, mature,MIMAT0018943",hsa-mir-4428,,,,,,,,,
"hsa-mir-4430, mature,MIMAT0018945",hsa-mir-4430,,,,,,,,,
"hsa-mir-4431, mature,MIMAT0018947",hsa-mir-4431,,,,,,,,,
"hsa-mir-4432, mature,MIMAT0018948",hsa-mir-4432,,,,,,,,,
"hsa-mir-4433a, mature,MIMAT0018949",hsa-mir-4433a,Homo sapiens,hsa_77,MI0016773,chr2,+,64340759.0,64340839.0,2.0,93.0
"hsa-mir-4433a, mature,MIMAT0020956",hsa-mir-4433a,Homo sapiens,hsa_77,MI0016773,chr2,+,64340759.0,64340839.0,2.0,93.0
"hsa-mir-4433b, mature,MIMAT0030413",hsa-mir-4433b,Homo sapiens,hsa_77,MI0025511,chr2,-,64340747.0,64340848.0,2.0,93.0
"hsa-mir-4433b, mature,MIMAT0030414",hsa-mir-4433b,Homo sapiens,hsa_77,MI0025511,chr2,-,64340747.0,64340848.0,2.0,93.0
"hsa-mir-4434, mature,MIMAT0018950",hsa-mir-4434,,,,,,,,,
"hsa-mir-4435-1, mature,MIMAT0018951",hsa-mir-4435-1,,,,,,,,,
"hsa-mir-4436b-1, mature,MIMAT0019940",hsa-mir-4436b-1,,,,,,,,,
"hsa-mir-4436b-1, mature,MIMAT0019941",hsa-mir-4436b-1,,,,,,,,,
"hsa-mir-4437, mature,MIMAT0018953",hsa-mir-4437,,,,,,,,,
"hsa-mir-4442, mature,MIMAT0018960",hsa-mir-4442,,,,,,,,,
"hsa-mir-4443, mature,MIMAT0018961",hsa-mir-4443,,,,,,,,,
"hsa-mir-4444-1, mature,MIMAT0018962",hsa-mir-4444-1,,,,,,,,,
"hsa-mir-4445, mature,MIMAT0018963",hsa-mir-4445,,,,,,,,,
"hsa-mir-4445, mature,MIMAT0018964",hsa-mir-4445,,,,,,,,,
"hsa-mir-4446, mature,MIMAT0018965",hsa-mir-4446,,,,,,,,,
"hsa-mir-4446, mature,MIMAT0019233",hsa-mir-4446,,,,,,,,,
"hsa-mir-4448, mature,MIMAT0018967",hsa-mir-4448,,,,,,,,,
"hsa-mir-4449, mature,MIMAT0018968",hsa-mir-4449,,,,,,,,,
"hsa-mir-4450, mature,MIMAT0018971",hsa-mir-4450,Homo sapiens,hsa_98,MI0016795,chr4,+,76573568.0,76573632.0,2.0,2059.0
"hsa-mir-4451, mature,MIMAT0018973",hsa-mir-4451,,,,,,,,,
"hsa-mir-4452, mature,MIMAT0018974",hsa-mir-4452,,,,,,,,,
"hsa-mir-4453, mature,MIMAT0018975",hsa-mir-4453,,,,,,,,,
"hsa-mir-4454, mature,MIMAT0018976",hsa-mir-4454,,,,,,,,,
"hsa-mir-4457, mature,MIMAT0018979",hsa-mir-4457,,,,,,,,,
"hsa-mir-4458, mature,MIMAT0018980",hsa-mir-4458,,,,,,,,,
"hsa-mir-4460, mature,MIMAT0018982",hsa-mir-4460,,,,,,,,,
"hsa-mir-4461, mature,MIMAT0018983",hsa-mir-4461,,,,,,,,,
"hsa-mir-4464, mature,MIMAT0018988",hsa-mir-4464,,,,,,,,,
"hsa-mir-4465, mature,MIMAT0018992",hsa-mir-4465,,,,,,,,,
"hsa-mir-4466, mature,MIMAT0018993",hsa-mir-4466,,,,,,,,,
"hsa-mir-4467, mature,MIMAT0018994",hsa-mir-4467,Homo sapiens,hsa_114,MI0016818,chr7,+,102471469.0,102471531.0,2.0,5790.0
"hsa-mir-4469, mature,MIMAT0018996",hsa-mir-4469,,,,,,,,,
"hsa-mir-4470, mature,MIMAT0018997",hsa-mir-4470,,,,,,,,,
"hsa-mir-4471, mature,MIMAT0018998",hsa-mir-4471,,,,,,,,,
"hsa-mir-4473, mature,MIMAT0019000",hsa-mir-4473,,,,,,,,,
"hsa-mir-4474, mature,MIMAT0019001",hsa-mir-4474,,,,,,,,,
"hsa-mir-4474, mature,MIMAT0019234",hsa-mir-4474,,,,,,,,,
"hsa-mir-4476, mature,MIMAT0019003",hsa-mir-4476,,,,,,,,,
"hsa-mir-4478, mature,MIMAT0019006",hsa-mir-4478,,,,,,,,,
"hsa-mir-4479, mature,MIMAT0019011",hsa-mir-4479,,,,,,,,,
"hsa-mir-448, mature,MIMAT0001532",hsa-mir-448,,,,,,,,,
"hsa-mir-4480, mature,MIMAT0019014",hsa-mir-4480,,,,,,,,,
"hsa-mir-4482, mature,MIMAT0019016",hsa-mir-4482,,,,,,,,,
"hsa-mir-4482, mature,MIMAT0020958",hsa-mir-4482,,,,,,,,,
"hsa-mir-4483, mature,MIMAT0019017",hsa-mir-4483,,,,,,,,,
"hsa-mir-4484, mature,MIMAT0019018",hsa-mir-4484,,,,,,,,,
"hsa-mir-4485, mature,MIMAT0019019",hsa-mir-4485,,,,,,,,,
"hsa-mir-4487, mature,MIMAT0019021",hsa-mir-4487,,,,,,,,,
"hsa-mir-4488, mature,MIMAT0019022",hsa-mir-4488,,,,,,,,,
"hsa-mir-4489, mature,MIMAT0019023",hsa-mir-4489,,,,,,,,,
"hsa-mir-4490, mature,MIMAT0019025",hsa-mir-4490,,,,,,,,,
"hsa-mir-4491, mature,MIMAT0019026",hsa-mir-4491,,,,,,,,,
"hsa-mir-4493, mature,MIMAT0019028",hsa-mir-4493,,,,,,,,,
"hsa-mir-4494, mature,MIMAT0019029",hsa-mir-4494,,,,,,,,,
"hsa-mir-4495, mature,MIMAT0019030",hsa-mir-4495,,,,,,,,,
"hsa-mir-4496, mature,MIMAT0019031",hsa-mir-4496,,,,,,,,,
"hsa-mir-4497, mature,MIMAT0019032",hsa-mir-4497,,,,,,,,,
"hsa-mir-4498, mature,MIMAT0019033",hsa-mir-4498,,,,,,,,,
"hsa-mir-449a, mature,MIMAT0001541",hsa-mir-449a,Homo sapiens,hsa_101,MI0001648,chr5,-,55170532.0,55170622.0,3.0,1822.0
"hsa-mir-449b, mature,MIMAT0003327",hsa-mir-449b,Homo sapiens,hsa_101,MI0003673,chr5,-,55170646.0,55170742.0,3.0,1822.0
"hsa-mir-449b, mature,MIMAT0009203",hsa-mir-449b,Homo sapiens,hsa_101,MI0003673,chr5,-,55170646.0,55170742.0,3.0,1822.0
"hsa-mir-449c, mature,MIMAT0010251",hsa-mir-449c,Homo sapiens,hsa_101,MI0003823,chr5,-,55172262.0,55172353.0,3.0,1822.0
"hsa-mir-449c, mature,MIMAT0013771",hsa-mir-449c,Homo sapiens,hsa_101,MI0003823,chr5,-,55172262.0,55172353.0,3.0,1822.0
"hsa-mir-4501, mature,MIMAT0019037",hsa-mir-4501,,,,,,,,,
"hsa-mir-4502, mature,MIMAT0019038",hsa-mir-4502,,,,,,,,,
"hsa-mir-4503, mature,MIMAT0019039",hsa-mir-4503,,,,,,,,,
"hsa-mir-4504, mature,MIMAT0019040",hsa-mir-4504,,,,,,,,,
"hsa-mir-4505, mature,MIMAT0019041",hsa-mir-4505,,,,,,,,,
"hsa-mir-4506, mature,MIMAT0019042",hsa-mir-4506,,,,,,,,,
"hsa-mir-4507, mature,MIMAT0019044",hsa-mir-4507,Homo sapiens,hsa_36,MI0016871,chr14,-,105858124.0,105858175.0,4.0,2041.0
"hsa-mir-450a-1, mature,MIMAT0001545",hsa-mir-450a-1,Homo sapiens,hsa_145,MI0001652,chrX,-,134540341.0,134540431.0,6.0,6527.0
"hsa-mir-450a-1, mature,MIMAT0022700",hsa-mir-450a-1,Homo sapiens,hsa_145,MI0001652,chrX,-,134540341.0,134540431.0,6.0,6527.0
"hsa-mir-450a-2, mature,MIMAT0031074",hsa-mir-450a-2,Homo sapiens,hsa_145,MI0003187,chrX,-,134540508.0,134540607.0,6.0,6527.0
"hsa-mir-450b, mature,MIMAT0004909",hsa-mir-450b,Homo sapiens,hsa_145,MI0005531,chrX,-,134540185.0,134540262.0,6.0,6527.0
"hsa-mir-450b, mature,MIMAT0004910",hsa-mir-450b,Homo sapiens,hsa_145,MI0005531,chrX,-,134540185.0,134540262.0,6.0,6527.0
"hsa-mir-4510, mature,MIMAT0019047",hsa-mir-4510,,,,,,,,,
"hsa-mir-4511, mature,MIMAT0019048",hsa-mir-4511,,,,,,,,,
"hsa-mir-4512, mature,MIMAT0019049",hsa-mir-4512,,,,,,,,,
"hsa-mir-4513, mature,MIMAT0019050",hsa-mir-4513,,,,,,,,,
"hsa-mir-4515, mature,MIMAT0019052",hsa-mir-4515,,,,,,,,,
"hsa-mir-4516, mature,MIMAT0019053",hsa-mir-4516,Homo sapiens,hsa_40,MI0016882,chr16,+,2133119.0,2133204.0,2.0,3011.0
"hsa-mir-4517, mature,MIMAT0019054",hsa-mir-4517,,,,,,,,,
"hsa-mir-4518, mature,MIMAT0019055",hsa-mir-4518,,,,,,,,,
"hsa-mir-4519, mature,MIMAT0019056",hsa-mir-4519,,,,,,,,,
"hsa-mir-451a, mature,MIMAT0001631",hsa-mir-451a,Homo sapiens,hsa_54,MI0001729,chr17,-,28861369.0,28861440.0,4.0,362.0
"hsa-mir-452, mature,MIMAT0001635",hsa-mir-452,Homo sapiens,hsa_151,MI0001733,chrX,-,151959628.0,151959712.0,2.0,1135.0
"hsa-mir-452, mature,MIMAT0001636",hsa-mir-452,Homo sapiens,hsa_151,MI0001733,chrX,-,151959628.0,151959712.0,2.0,1135.0
"hsa-mir-4520-1, mature,MIMAT0019057",hsa-mir-4520-1,Homo sapiens,hsa_51,MI0016886,chr17,-,6655440.0,6655509.0,2.0,63.0
"hsa-mir-4520-1, mature,MIMAT0019235",hsa-mir-4520-1,Homo sapiens,hsa_51,MI0016886,chr17,-,6655440.0,6655509.0,2.0,63.0
"hsa-mir-4520-2, mature,MIMAT0020300",hsa-mir-4520-2,Homo sapiens,hsa_51,MI0017358,chr17,+,6655449.0,6655502.0,2.0,63.0
"hsa-mir-4521, mature,MIMAT0019058",hsa-mir-4521,,,,,,,,,
"hsa-mir-4522, mature,MIMAT0019060",hsa-mir-4522,,,,,,,,,
"hsa-mir-4523, mature,MIMAT0019061",hsa-mir-4523,,,,,,,,,
"hsa-mir-4524a, mature,MIMAT0019062",hsa-mir-4524a,Homo sapiens,hsa_60,MI0016891,chr17,-,69099564.0,69099632.0,2.0,91.0
"hsa-mir-4524a, mature,MIMAT0019063",hsa-mir-4524a,Homo sapiens,hsa_60,MI0016891,chr17,-,69099564.0,69099632.0,2.0,91.0
"hsa-mir-4525, mature,MIMAT0019064",hsa-mir-4525,,,,,,,,,
"hsa-mir-4526, mature,MIMAT0019065",hsa-mir-4526,,,,,,,,,
"hsa-mir-4527, mature,MIMAT0019066",hsa-mir-4527,,,,,,,,,
"hsa-mir-4528, mature,MIMAT0019067",hsa-mir-4528,,,,,,,,,
"hsa-mir-4529, mature,MIMAT0019068",hsa-mir-4529,,,,,,,,,
"hsa-mir-4529, mature,MIMAT0019236",hsa-mir-4529,,,,,,,,,
"hsa-mir-4530, mature,MIMAT0019069",hsa-mir-4530,,,,,,,,,
"hsa-mir-4532, mature,MIMAT0019071",hsa-mir-4532,,,,,,,,,
"hsa-mir-4533, mature,MIMAT0019072",hsa-mir-4533,,,,,,,,,
"hsa-mir-4536-1, mature,MIMAT0019078",hsa-mir-4536-1,Homo sapiens,hsa_140,MI0016906,chrX,-,55451495.0,55451582.0,2.0,88.0
"hsa-mir-4536-1, mature,MIMAT0020959",hsa-mir-4536-1,Homo sapiens,hsa_140,MI0016906,chrX,-,55451495.0,55451582.0,2.0,88.0
"hsa-mir-4537, mature,MIMAT0019080",hsa-mir-4537,Homo sapiens,hsa_36,MI0016908,chr14,-,105859484.0,105859553.0,4.0,2041.0
"hsa-mir-4538, mature,MIMAT0019081",hsa-mir-4538,Homo sapiens,hsa_36,MI0016909,chr14,-,105858165.0,105858242.0,4.0,2041.0
"hsa-mir-4539, mature,MIMAT0019082",hsa-mir-4539,Homo sapiens,hsa_36,MI0016910,chr14,-,105857513.0,105857572.0,4.0,2041.0
"hsa-mir-454, mature,MIMAT0003884",hsa-mir-454,,,,,,,,,
"hsa-mir-454, mature,MIMAT0003885",hsa-mir-454,,,,,,,,,
"hsa-mir-455, mature,MIMAT0003150",hsa-mir-455,,,,,,,,,
"hsa-mir-455, mature,MIMAT0004784",hsa-mir-455,,,,,,,,,
"hsa-mir-4632, mature,MIMAT0019688",hsa-mir-4632,,,,,,,,,
"hsa-mir-4632, mature,MIMAT0022977",hsa-mir-4632,,,,,,,,,
"hsa-mir-4634, mature,MIMAT0019691",hsa-mir-4634,,,,,,,,,
"hsa-mir-4635, mature,MIMAT0019692",hsa-mir-4635,,,,,,,,,
"hsa-mir-4636, mature,MIMAT0019693",hsa-mir-4636,,,,,,,,,
"hsa-mir-4637, mature,MIMAT0019694",hsa-mir-4637,,,,,,,,,
"hsa-mir-4638, mature,MIMAT0019695",hsa-mir-4638,,,,,,,,,
"hsa-mir-4638, mature,MIMAT0019696",hsa-mir-4638,,,,,,,,,
"hsa-mir-4639, mature,MIMAT0019697",hsa-mir-4639,,,,,,,,,
"hsa-mir-4639, mature,MIMAT0019698",hsa-mir-4639,,,,,,,,,
"hsa-mir-4640, mature,MIMAT0019699",hsa-mir-4640,,,,,,,,,
